# q/kF, wp(q)/wp(0)
 (4.312625250501002094e-01+0.000000000000000000e+00j), (9.764258539779808732e-01-3.239538484725506833e-22j)
 (4.370741482965931901e-01+0.000000000000000000e+00j), (9.757965213828028173e-01+0.000000000000000000e+00j)
 (4.428857715430861708e-01+0.000000000000000000e+00j), (9.751593996512710749e-01+3.288897039640578183e-22j)
 (4.486973947895791515e-01+0.000000000000000000e+00j), (9.745145208009073912e-01-3.313682266291362936e-22j)
 (4.545090180360721321e-01+0.000000000000000000e+00j), (9.738619177516570913e-01+0.000000000000000000e+00j)
 (4.603206412825651128e-01+0.000000000000000000e+00j), (9.732016243511582010e-01-3.363466463118519528e-22j)
 (4.661322645290580935e-01+0.000000000000000000e+00j), (9.725336753963769176e-01+0.000000000000000000e+00j)
 (4.719438877755510742e-01+0.000000000000000000e+00j), (9.718581066594771389e-01+0.000000000000000000e+00j)
 (4.777555110220440548e-01+0.000000000000000000e+00j), (9.711749549110862967e-01+3.438682151493638266e-22j)
 (4.835671342685370355e-01+0.000000000000000000e+00j), (9.704842579464378893e-01+0.000000000000000000e+00j)
 (4.893787575150299607e-01+0.000000000000000000e+00j), (9.697860546119357883e-01+0.000000000000000000e+00j)
 (4.951903807615229414e-01+0.000000000000000000e+00j), (9.690803848313966906e-01+3.514552204174738615e-22j)
 (5.010020040080159776e-01+0.000000000000000000e+00j), (9.683672896341682934e-01-3.539988809577350079e-22j)
 (5.068136272545090693e-01+0.000000000000000000e+00j), (9.676468111833270713e-01+0.000000000000000000e+00j)
 (5.126252505010020499e-01+0.000000000000000000e+00j), (9.669189928048979032e-01+0.000000000000000000e+00j)
 (5.184368737474950306e-01+0.000000000000000000e+00j), (9.661838790175640845e-01+0.000000000000000000e+00j)
 (5.242484969939880113e-01+0.000000000000000000e+00j), (9.654415155637309232e-01+0.000000000000000000e+00j)
 (5.300601202404809920e-01+0.000000000000000000e+00j), (9.646919494414889495e-01+0.000000000000000000e+00j)
 (5.358717434869739726e-01+0.000000000000000000e+00j), (9.639352289364763182e-01+3.694160068161582205e-22j)
 (5.416833667334669533e-01+0.000000000000000000e+00j), (9.631714036558293168e-01+0.000000000000000000e+00j)
 (5.474949899799599340e-01+0.000000000000000000e+00j), (9.624005245623906690e-01+0.000000000000000000e+00j)
 (5.533066132264529147e-01+0.000000000000000000e+00j), (9.616226440104475026e-01+0.000000000000000000e+00j)
 (5.591182364729458953e-01+0.000000000000000000e+00j), (9.608378157814331244e-01-3.798424855243812341e-22j)
 (5.649298597194388760e-01+0.000000000000000000e+00j), (9.600460951220077810e-01+0.000000000000000000e+00j)
 (5.707414829659318567e-01+0.000000000000000000e+00j), (9.592475387823576893e-01+0.000000000000000000e+00j)
 (5.765531062124248374e-01+0.000000000000000000e+00j), (9.584422050557629413e-01+0.000000000000000000e+00j)
 (5.823647294589178181e-01+0.000000000000000000e+00j), (9.576301538193673357e-01+0.000000000000000000e+00j)
 (5.881763527054107987e-01+0.000000000000000000e+00j), (9.568114465763576382e-01+0.000000000000000000e+00j)
 (5.939879759519037794e-01+0.000000000000000000e+00j), (9.559861464988809177e-01+3.957039558203988241e-22j)
 (5.997995991983967601e-01+0.000000000000000000e+00j), (9.551543184727607771e-01+0.000000000000000000e+00j)
 (6.056112224448897408e-01+0.000000000000000000e+00j), (9.543160291432705167e-01+0.000000000000000000e+00j)
 (6.114228456913827214e-01+0.000000000000000000e+00j), (9.534713469621732829e-01+0.000000000000000000e+00j)
 (6.172344689378757021e-01+0.000000000000000000e+00j), (9.526203422364850626e-01+0.000000000000000000e+00j)
 (6.230460921843686828e-01+0.000000000000000000e+00j), (9.517630871786239011e-01+0.000000000000000000e+00j)
 (6.288577154308616635e-01+0.000000000000000000e+00j), (9.508996559576528007e-01+4.118262548480500974e-22j)
 (6.346693386773546441e-01+0.000000000000000000e+00j), (9.500301247529361337e-01+0.000000000000000000e+00j)
 (6.404809619238476248e-01+0.000000000000000000e+00j), (9.491545718086479289e-01+0.000000000000000000e+00j)
 (6.462925851703406055e-01+0.000000000000000000e+00j), (9.482730774903579407e-01-4.199817105864308019e-22j)
 (6.521042084168335862e-01+0.000000000000000000e+00j), (9.473857243434967712e-01+4.227136541566582174e-22j)
 (6.579158316633265668e-01+0.000000000000000000e+00j), (9.464925971532599513e-01-4.254521647823237749e-22j)
 (6.637274549098196585e-01+0.000000000000000000e+00j), (9.455937799220589524e-01+0.000000000000000000e+00j)
 (6.695390781563126392e-01+0.000000000000000000e+00j), (9.446893682006455295e-01+0.000000000000000000e+00j)
 (6.753507014028056199e-01+0.000000000000000000e+00j), (9.437794508603887245e-01+0.000000000000000000e+00j)
 (6.811623246492986006e-01+0.000000000000000000e+00j), (9.428641222865286053e-01+0.000000000000000000e+00j)
 (6.869739478957915813e-01+0.000000000000000000e+00j), (9.419434794350285411e-01+0.000000000000000000e+00j)
 (6.927855711422845619e-01+0.000000000000000000e+00j), (9.410176219051341606e-01+0.000000000000000000e+00j)
 (6.985971943887775426e-01+0.000000000000000000e+00j), (9.400866520145475524e-01+0.000000000000000000e+00j)
 (7.044088176352705233e-01+0.000000000000000000e+00j), (9.391506748770731550e-01+0.000000000000000000e+00j)
 (7.102204408817635040e-01+0.000000000000000000e+00j), (9.382097984829192994e-01+0.000000000000000000e+00j)
 (7.160320641282564846e-01+0.000000000000000000e+00j), (9.372641337814686668e-01+0.000000000000000000e+00j)
 (7.218436873747494653e-01+0.000000000000000000e+00j), (9.363137947671689165e-01+0.000000000000000000e+00j)
 (7.276553106212424460e-01+0.000000000000000000e+00j), (9.353588985680310053e-01+2.647791256171451490e-27j)
 (7.334669338677354267e-01+0.000000000000000000e+00j), (9.343995655375288978e-01+0.000000000000000000e+00j)
 (7.392785571142284073e-01+0.000000000000000000e+00j), (9.334359193494334850e-01+0.000000000000000000e+00j)
 (7.450901803607213880e-01+0.000000000000000000e+00j), (9.324680870960132539e-01+0.000000000000000000e+00j)
 (7.509018036072143687e-01+0.000000000000000000e+00j), (9.314961993897242776e-01+0.000000000000000000e+00j)
 (7.567134268537073494e-01+0.000000000000000000e+00j), (9.305203904685694916e-01-2.948744462959923011e-27j)
 (7.625250501002003300e-01+0.000000000000000000e+00j), (9.295407983051202638e-01+0.000000000000000000e+00j)
 (7.683366733466933107e-01+0.000000000000000000e+00j), (9.285575647194581617e-01-3.073781483243027026e-27j)
 (7.741482965931862914e-01+0.000000000000000000e+00j), (9.275708354963880797e-01+0.000000000000000000e+00j)
 (7.799599198396792721e-01+0.000000000000000000e+00j), (9.265807605067259978e-01-3.201233290602783360e-27j)
 (7.857715430861723638e-01+0.000000000000000000e+00j), (9.255874938332394608e-01+0.000000000000000000e+00j)
 (7.915831663326653445e-01+0.000000000000000000e+00j), (9.245911939011681735e-01+0.000000000000000000e+00j)
 (7.973947895791583251e-01+0.000000000000000000e+00j), (9.235920236136688777e-01+0.000000000000000000e+00j)
 (8.032064128256513058e-01+0.000000000000000000e+00j), (9.225901504924453045e-01+0.000000000000000000e+00j)
 (8.090180360721442865e-01+0.000000000000000000e+00j), (9.215857468236247074e-01+0.000000000000000000e+00j)
 (8.148296593186372672e-01+0.000000000000000000e+00j), (9.205789898094006718e-01+0.000000000000000000e+00j)
 (8.206412825651302478e-01+0.000000000000000000e+00j), (9.195700617253462772e-01+0.000000000000000000e+00j)
 (8.264529058116232285e-01+0.000000000000000000e+00j), (9.185591500841742141e-01+0.000000000000000000e+00j)
 (8.322645290581162092e-01+0.000000000000000000e+00j), (9.175464478056305495e-01-3.798030886671993844e-27j)
 (8.380761523046091899e-01+0.000000000000000000e+00j), (9.165321533934478460e-01+0.000000000000000000e+00j)
 (8.438877755511021705e-01+0.000000000000000000e+00j), (9.155164711192151916e-01-3.933826769303976892e-27j)
 (8.496993987975951512e-01+0.000000000000000000e+00j), (9.144996112137875333e-01+0.000000000000000000e+00j)
 (8.555110220440881319e-01+0.000000000000000000e+00j), (9.134817900664689017e-01+0.000000000000000000e+00j)
 (8.613226452905811126e-01+0.000000000000000000e+00j), (9.124632304324918897e-01+0.000000000000000000e+00j)
 (8.671342685370740933e-01+0.000000000000000000e+00j), (9.114441616490674969e-01+0.000000000000000000e+00j)
 (8.729458917835670739e-01+0.000000000000000000e+00j), (9.104248198605620068e-01+0.000000000000000000e+00j)
 (8.787575150300600546e-01+0.000000000000000000e+00j), (9.094054482532207828e-01-4.340000904957561369e-27j)
 (8.845691382765530353e-01+0.000000000000000000e+00j), (9.083862972999332541e-01+0.000000000000000000e+00j)
 (8.903807615230460160e-01+0.000000000000000000e+00j), (9.073676250156139655e-01+0.000000000000000000e+00j)
 (8.961923847695389966e-01+0.000000000000000000e+00j), (9.063496972237311544e-01+0.000000000000000000e+00j)
 (9.020040080160319773e-01+0.000000000000000000e+00j), (9.053327878345943658e-01+0.000000000000000000e+00j)
 (9.078156312625250690e-01+0.000000000000000000e+00j), (9.043171791360603562e-01+0.000000000000000000e+00j)
 (9.136272545090180497e-01+0.000000000000000000e+00j), (9.033031620973140940e-01+0.000000000000000000e+00j)
 (9.194388777555110304e-01+0.000000000000000000e+00j), (9.022910366864740350e-01+0.000000000000000000e+00j)
 (9.252505010020040110e-01+0.000000000000000000e+00j), (9.012811122028044908e-01+0.000000000000000000e+00j)
 (9.310621242484969917e-01+0.000000000000000000e+00j), (9.002737076243527703e-01+0.000000000000000000e+00j)
 (9.368737474949899724e-01+0.000000000000000000e+00j), (8.992691519719513416e-01-4.966828018174352943e-27j)
 (9.426853707414829531e-01+0.000000000000000000e+00j), (8.982677846904212338e-01+0.000000000000000000e+00j)
 (9.484969939879759337e-01+0.000000000000000000e+00j), (8.972699560481670611e-01+5.075085182940165996e-27j)
 (9.543086172344689144e-01+0.000000000000000000e+00j), (8.962760275561163503e-01-5.125920935312918494e-27j)
 (9.601202404809618951e-01+0.000000000000000000e+00j), (8.952863724072345208e-01+0.000000000000000000e+00j)
 (9.659318637274548758e-01+0.000000000000000000e+00j), (8.943013759378949379e-01+0.000000000000000000e+00j)
 (9.717434869739478565e-01+0.000000000000000000e+00j), (8.933214361124159897e-01+0.000000000000000000e+00j)
 (9.775551102204407261e-01+0.000000000000000000e+00j), (8.923469640322583274e-01+0.000000000000000000e+00j)
 (9.833667334669338178e-01+0.000000000000000000e+00j), (8.913783844714273652e-01+0.000000000000000000e+00j)
 (9.891783567134266875e-01+0.000000000000000000e+00j), (8.904161364397913392e-01+0.000000000000000000e+00j)
 (9.949899799599197792e-01+0.000000000000000000e+00j), (8.894606737761229232e-01+0.000000000000000000e+00j)
 (1.000801603206412871e+00+0.000000000000000000e+00j), (8.885124657728683539e-01+0.000000000000000000e+00j)
 (1.006613226452905741e+00+0.000000000000000000e+00j), (8.875719978347397232e-01+0.000000000000000000e+00j)
 (1.012424849699398832e+00+0.000000000000000000e+00j), (8.866397721734528004e-01+0.000000000000000000e+00j)
 (1.018236472945891702e+00+0.000000000000000000e+00j), (8.857163085411312586e-01+0.000000000000000000e+00j)
 (1.024048096192384794e+00+0.000000000000000000e+00j), (8.848021450050586045e-01+0.000000000000000000e+00j)
 (1.029859719438877885e+00+0.000000000000000000e+00j), (8.838978387667740799e-01+0.000000000000000000e+00j)
 (1.035671342685370755e+00+0.000000000000000000e+00j), (8.830039670286878861e-01+0.000000000000000000e+00j)
 (1.041482965931863847e+00+0.000000000000000000e+00j), (8.821211279117090465e-01+0.000000000000000000e+00j)
 (1.047294589178356716e+00+0.000000000000000000e+00j), (8.812499414277693566e-01+0.000000000000000000e+00j)
 (1.053106212424849808e+00+0.000000000000000000e+00j), (8.803910505113275997e-01+0.000000000000000000e+00j)
 (1.058917835671342678e+00+0.000000000000000000e+00j), (8.795451221144943155e-01+0.000000000000000000e+00j)
 (1.064729458917835769e+00+0.000000000000000000e+00j), (8.787128483707464799e-01+0.000000000000000000e+00j)
 (1.070541082164328639e+00+0.000000000000000000e+00j), (8.778949478327465750e-01+0.000000000000000000e+00j)
 (1.076352705410821731e+00+0.000000000000000000e+00j), (8.770921667903138763e-01+0.000000000000000000e+00j)
 (1.082164328657314600e+00+0.000000000000000000e+00j), (8.763052806752202883e-01+0.000000000000000000e+00j)
 (1.087975951903807692e+00+0.000000000000000000e+00j), (8.755350955601488572e-01+0.000000000000000000e+00j)
 (1.093787575150300562e+00+0.000000000000000000e+00j), (8.747824497600109606e-01+0.000000000000000000e+00j)
 (1.099599198396793653e+00+0.000000000000000000e+00j), (8.740482155445958856e-01+0.000000000000000000e+00j)
 (1.105410821643286745e+00+0.000000000000000000e+00j), (8.733333009726246265e-01+0.000000000000000000e+00j)
 (1.111222444889779615e+00+0.000000000000000000e+00j), (8.726386557422186607e-01+0.000000000000000000e+00j)
 (1.117034068136272706e+00+0.000000000000000000e+00j), (8.719652575421236174e-01+0.000000000000000000e+00j)
 (1.122845691382765576e+00+0.000000000000000000e+00j), (8.713141382918619948e-01+0.000000000000000000e+00j)
 (1.128657314629258668e+00+0.000000000000000000e+00j), (8.706863703949037081e-01+0.000000000000000000e+00j)
 (1.134468937875751537e+00+0.000000000000000000e+00j), (8.700830734756530571e-01+0.000000000000000000e+00j)
 (1.140280561122244629e+00+0.000000000000000000e+00j), (8.695054172293256167e-01+0.000000000000000000e+00j)
 (1.146092184368737499e+00+0.000000000000000000e+00j), (8.689546245064019292e-01+0.000000000000000000e+00j)
 (1.151903807615230590e+00+0.000000000000000000e+00j), (8.684319746573218035e-01-5.806571148133262976e-22j)
 (1.157715430861723460e+00+0.000000000000000000e+00j), (8.679388071664886350e-01+5.759297223022560695e-22j)
 (1.163527054108216552e+00+0.000000000000000000e+00j), (8.674765256088946552e-01-5.705111915037308631e-22j)
 (1.169338677354709422e+00+0.000000000000000000e+00j), (8.670466019675353575e-01+5.643285405442138397e-22j)
 (1.175150300601202513e+00+0.000000000000000000e+00j), (8.666505813556496518e-01+0.000000000000000000e+00j)
 (1.180961923847695383e+00+0.000000000000000000e+00j), (8.662900871946852543e-01+0.000000000000000000e+00j)
 (1.186773547094188475e+00+0.000000000000000000e+00j), (8.659668269072016145e-01+0.000000000000000000e+00j)
 (1.192585170340681344e+00+0.000000000000000000e+00j), (8.656825981938239822e-01-5.301272430286879320e-22j)
 (1.198396793587174436e+00+0.000000000000000000e+00j), (8.654392959754072523e-01-5.186327541940602477e-22j)
 (1.204208416833667306e+00+0.000000000000000000e+00j), (8.652389200961513316e-01+0.000000000000000000e+00j)
 (1.210020040080160397e+00+0.000000000000000000e+00j), (8.650835839013387707e-01+0.000000000000000000e+00j)
 (1.215831663326653267e+00+0.000000000000000000e+00j), (8.649755238253974410e-01+0.000000000000000000e+00j)
 (1.221643286573146359e+00+0.000000000000000000e+00j), (8.649171101534174344e-01+0.000000000000000000e+00j)
 (1.227454909819639450e+00+0.000000000000000000e+00j), (8.649108591534726553e-01+0.000000000000000000e+00j)
 (1.233266533066132320e+00+0.000000000000000000e+00j), (8.649594468202983499e-01+0.000000000000000000e+00j)
 (1.239078156312625412e+00+0.000000000000000000e+00j), (8.650657245254861349e-01+0.000000000000000000e+00j)
 (1.244889779559118281e+00+0.000000000000000000e+00j), (8.652327369388418399e-01+0.000000000000000000e+00j)
 (1.250701402805611373e+00+0.000000000000000000e+00j), (8.654637426729511196e-01+0.000000000000000000e+00j)
 (1.256513026052104243e+00+0.000000000000000000e+00j), (8.657622382082427182e-01+0.000000000000000000e+00j)
 (1.262324649298597334e+00+0.000000000000000000e+00j), (8.661319857565253910e-01-2.320437912987908030e-22j)
 (1.268136272545090204e+00+0.000000000000000000e+00j), (8.665770456540842215e-01+0.000000000000000000e+00j)
 (1.273947895791583296e+00+0.000000000000000000e+00j), (8.671018368208177618e-01+0.000000000000000000e+00j)
 (1.279759519038076165e+00+0.000000000000000000e+00j), (8.677111223552081976e-01+0.000000000000000000e+00j)
 (1.285571142284569257e+00+0.000000000000000000e+00j), (8.684101431720765429e-01+0.000000000000000000e+00j)
 (1.291382765531062127e+00+0.000000000000000000e+00j), (8.692046466825297246e-01+0.000000000000000000e+00j)
 (1.297194388777555218e+00+0.000000000000000000e+00j), (8.701009860477014746e-01+0.000000000000000000e+00j)
 (1.303006012024048088e+00+0.000000000000000000e+00j), (8.711062349523199799e-01+0.000000000000000000e+00j)
 (1.308817635270541180e+00+0.000000000000000000e+00j), (8.722283373821204666e-01+0.000000000000000000e+00j)
 (1.314629258517034049e+00+0.000000000000000000e+00j), (8.734763078628849930e-01+0.000000000000000000e+00j)
 (1.320440881763527141e+00+0.000000000000000000e+00j), (8.748605071352520968e-01+0.000000000000000000e+00j)
 (1.326252505010020011e+00+0.000000000000000000e+00j), (8.763930353978738319e-01+0.000000000000000000e+00j)
 (1.332064128256513102e+00+0.000000000000000000e+00j), (8.780883184730491342e-01-1.835832760777138311e-24j)
 (1.337875751503005972e+00+0.000000000000000000e+00j), (8.799640318114058113e-01+0.000000000000000000e+00j)
 (1.343687374749499064e+00+0.000000000000000000e+00j), (8.820426707885082873e-01+0.000000000000000000e+00j)
 (1.349498997995992156e+00+0.000000000000000000e+00j), (8.843544983764293210e-01+0.000000000000000000e+00j)
 (1.355310621242485025e+00+0.000000000000000000e+00j), (8.869440356718022445e-01+0.000000000000000000e+00j)
 (1.361122244488978117e+00+0.000000000000000000e+00j), (8.898887709937505219e-01+2.317799103939488118e-10j)
 (1.366933867735470987e+00+0.000000000000000000e+00j), (8.934231454126276839e-01-5.260562792062777636e-07j)
